Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths
Kuwait,2021-04-21,261307,1482,1439,14
Kuwait,2021-04-20,259868,1468,1371,12
Kuwait,2021-04-19,258497,1456,1510,8
Kuwait,2021-04-18,256987,1448,1127,8
Kuwait,2021-04-17,255860,1440,1388,4
Kuwait,2021-04-16,254472,1436,1406,8
Kuwait,2021-04-15,253066,1428,1391,5
Kuwait,2021-04-14,251675,1423,1402,4
Kuwait,2021-04-13,250273,1419,1544,7
Kuwait,2021-04-12,248729,1412,1635,5
Kuwait,2021-04-11,247094,1407,1390,4
Kuwait,2021-04-10,245704,1403,1379,10
Kuwait,2021-04-09,244325,1393,1477,10
Kuwait,2021-04-08,242848,1383,1379,4
Kuwait,2021-04-07,241469,1379,1517,6
Kuwait,2021-04-06,239952,1373,1403,8
Kuwait,2021-04-05,238549,1365,1357,12
Kuwait,2021-04-04,237192,1353,1203,14
Kuwait,2021-04-03,235989,1339,1235,12
Kuwait,2021-04-02,234754,1327,1233,8
Kuwait,2021-04-01,233521,1319,1418,6
Kyrgyzstan,2021-04-30,95275,1604,331,6
Kyrgyzstan,2021-04-29,94944,1598,345,6
Kyrgyzstan,2021-04-28,94599,1592,322,3
Kyrgyzstan,2021-04-27,94277,1589,247,5
Kyrgyzstan,2021-04-26,94030,1584,199,2
Kyrgyzstan,2021-04-25,93831,1582,228,4
Kyrgyzstan,2021-04-24,93603,1578,325,5
Kyrgyzstan,2021-04-23,93278,1573,272,7
Kyrgyzstan,2021-04-22,93006,1566,380,5
Kyrgyzstan,2021-04-21,92626,1561,306,4
Kyrgyzstan,2021-04-20,92320,1557,225,2
Kyrgyzstan,2021-04-19,92095,1555,212,6
Kyrgyzstan,2021-04-18,91883,1549,244,3
Kyrgyzstan,2021-04-17,91639,1546,265,2
Kyrgyzstan,2021-04-16,91374,1544,230,4
Kyrgyzstan,2021-04-15,91144,1540,305,6
Kyrgyzstan,2021-04-14,90839,1534,240,2
Kyrgyzstan,2021-04-13,90599,1532,227,4
Kyrgyzstan,2021-04-12,90372,1528,145,6
Kyrgyzstan,2021-04-11,90227,1522,208,3
Kyrgyzstan,2021-04-10,90019,1519,208,3
Kyrgyzstan,2021-04-09,89811,1516,151,0
Kyrgyzstan,2021-04-08,89660,1516,222,4
Kyrgyzstan,2021-04-07,89438,1512,161,3
Kyrgyzstan,2021-04-06,89277,1509,124,2
Kyrgyzstan,2021-04-05,89153,1507,139,1
Kyrgyzstan,2021-04-04,89014,1506,172,4
Kyrgyzstan,2021-04-03,88842,1502,142,2
Kyrgyzstan,2021-04-02,88700,1500,162,0
Kyrgyzstan,2021-04-01,88538,1500,0,0
Laos,2021-04-30,757,0,85,0
Laos,2021-04-29,672,0,68,0
Laos,2021-04-28,604,0,93,0
Laos,2021-04-27,511,0,75,0
Laos,2021-04-26,436,0,113,0
Laos,2021-04-25,323,0,76,0
Laos,2021-04-24,247,0,88,0
Laos,2021-04-23,159,0,65,0
Laos,2021-04-22,94,0,6,0
Laos,2021-04-21,88,0,28,0
Laos,2021-04-20,60,0,2,0
Laos,2021-04-19,58,0,0,0
Laos,2021-04-18,58,0,0,0
Laos,2021-04-17,58,0,4,0
Laos,2021-04-16,54,0,1,0
Laos,2021-04-15,53,0,0,0
Laos,2021-04-14,53,0,1,0
Laos,2021-04-13,52,0,0,0
Laos,2021-04-12,52,0,1,0
Laos,2021-04-11,51,0,2,0
Laos,2021-04-10,49,0,0,0
Laos,2021-04-09,49,0,0,0
Laos,2021-04-08,49,0,0,0
Laos,2021-04-07,49,0,0,0
Laos,2021-04-06,49,0,0,0
Laos,2021-04-05,49,0,0,0
Laos,2021-04-04,49,0,0,0
Laos,2021-04-03,49,0,0,0
Laos,2021-04-02,49,0,0,0
Laos,2021-04-01,49,0,0,0
Latvia,2021-04-30,118558,2131,763,6
Latvia,2021-04-29,117795,2125,696,7
Latvia,2021-04-28,117099,2118,967,8
Latvia,2021-04-27,116132,2110,596,4
Latvia,2021-04-26,115536,2106,220,4
Latvia,2021-04-25,115316,2102,361,1
Latvia,2021-04-24,114955,2101,711,7
Latvia,2021-04-23,114244,2094,683,6
Latvia,2021-04-22,113561,2088,578,9
Latvia,2021-04-21,112983,2079,759,8
Latvia,2021-04-20,112224,2071,688,15
Latvia,2021-04-19,111536,2056,202,3
Latvia,2021-04-18,111334,2053,337,5
Latvia,2021-04-17,110997,2048,654,6
Latvia,2021-04-16,110343,2042,612,12
Latvia,2021-04-15,109731,2030,643,11
Latvia,2021-04-14,109088,2019,733,17
Latvia,2021-04-13,108355,2002,537,12
Latvia,2021-04-12,107818,1990,210,4
Latvia,2021-04-11,107608,1986,368,0
Latvia,2021-04-10,107240,1986,666,5
Latvia,2021-04-09,106574,1981,658,18
Latvia,2021-04-08,105916,1963,740,17
Latvia,2021-04-07,105176,1946,643,9
Latvia,2021-04-06,104533,1937,309,3
Latvia,2021-04-05,104224,1934,119,3
Latvia,2021-04-04,104105,1931,238,8
Latvia,2021-04-03,103867,1923,279,1
Latvia,2021-04-02,103588,1922,587,9
Latvia,2021-04-01,103001,1913,638,14
Lebanon,2021-04-30,526578,7278,1001,29
Lebanon,2021-04-29,525577,7249,1336,25
Lebanon,2021-04-28,524241,7224,1478,27
Lebanon,2021-04-27,522763,7197,1182,26
Lebanon,2021-04-26,521581,7171,642,29
Lebanon,2021-04-25,520939,7142,1324,24
Lebanon,2021-04-24,519615,7118,1511,28
Lebanon,2021-04-23,518104,7090,1504,33
Lebanon,2021-04-22,516600,7057,1512,30
Lebanon,2021-04-21,515088,7027,2082,32
Lebanon,2021-04-20,513006,6995,1608,36
Lebanon,2021-04-19,511398,6959,995,34
Lebanon,2021-04-18,510403,6925,1900,39
Lebanon,2021-04-17,508503,6886,1695,32
Lebanon,2021-04-16,506808,6854,2008,45
Lebanon,2021-04-15,504800,6809,2501,31
Lebanon,2021-04-14,502299,6778,2460,40
Lebanon,2021-04-13,499839,6738,1985,35
Lebanon,2021-04-12,497854,6703,1008,42
Lebanon,2021-04-11,496846,6661,2213,31
Lebanon,2021-04-10,494633,6630,2705,38
Lebanon,2021-04-09,491928,6592,2500,43
Lebanon,2021-04-08,489428,6549,3510,37
Lebanon,2021-04-07,485918,6512,3120,33
Lebanon,2021-04-06,482798,6479,2296,36
Lebanon,2021-04-05,480502,6443,1001,34
Lebanon,2021-04-04,479501,6409,2388,30
Lebanon,2021-04-03,477113,6379,2188,33
Lebanon,2021-04-02,474925,6346,2963,60
Lebanon,2021-04-01,471962,6286,3562,52
Lesotho,2021-04-30,10731,316,0,0
Lesotho,2021-04-29,10731,316,1,0
Lesotho,2021-04-28,10730,316,2,0
Lesotho,2021-04-27,10728,316,0,0
Lesotho,2021-04-26,10728,316,0,0
Lesotho,2021-04-25,10728,316,5,0
Lesotho,2021-04-24,10723,316,0,0
Lesotho,2021-04-23,10723,316,0,0
Lesotho,2021-04-22,10723,316,3,0
Lesotho,2021-04-21,10720,316,0,0
Lesotho,2021-04-20,10720,316,0,0
Lesotho,2021-04-19,10720,316,11,1
Lesotho,2021-04-18,10709,315,0,0
Lesotho,2021-04-17,10709,315,0,0
Lesotho,2021-04-16,10709,315,0,0
Lesotho,2021-04-15,10709,315,0,0
Lesotho,2021-04-14,10709,315,0,0
Lesotho,2021-04-13,10709,315,0,0
Lesotho,2021-04-12,10709,315,2,0
Lesotho,2021-04-11,10707,315,0,0
Lesotho,2021-04-10,10707,315,0,0
Lesotho,2021-04-09,10707,315,0,0
Lesotho,2021-04-08,10707,315,0,0
Lesotho,2021-04-07,10707,315,0,0
Lesotho,2021-04-06,10707,315,0,0
Lesotho,2021-04-05,10707,315,0,0
Lesotho,2021-04-04,10707,315,0,0
Lesotho,2021-04-03,10707,315,1,0
Lesotho,2021-04-02,10706,315,0,0
Lesotho,2021-04-01,10706,315,0,0
Liberia,2021-04-30,2099,85,0,0
Liberia,2021-04-29,2099,85,0,0
Liberia,2021-04-28,2099,85,1,0
Liberia,2021-04-27,2098,85,0,0
Liberia,2021-04-26,2098,85,1,0
Liberia,2021-04-25,2097,85,0,0
Liberia,2021-04-24,2097,85,0,0
Liberia,2021-04-23,2097,85,6,0
Liberia,2021-04-22,2091,85,0,0
Liberia,2021-04-21,2091,85,49,0
Liberia,2021-04-20,2042,85,0,0
Liberia,2021-04-19,2042,85,0,0
Liberia,2021-04-18,2042,85,0,0
Liberia,2021-04-17,2042,85,0,0
Liberia,2021-04-16,2042,85,0,0
Liberia,2021-04-15,2042,85,0,0
Liberia,2021-04-14,2042,85,0,0
Liberia,2021-04-13,2042,85,0,0
Liberia,2021-04-12,2042,85,0,0
Liberia,2021-04-11,2042,85,0,0
Liberia,2021-04-10,2042,85,0,0
Liberia,2021-04-09,2042,85,0,0
Liberia,2021-04-08,2042,85,0,0
Liberia,2021-04-07,2042,85,0,0
Liberia,2021-04-06,2042,85,0,0
Liberia,2021-04-05,2042,85,0,0
Liberia,2021-04-04,2042,85,0,0
Liberia,2021-04-03,2042,85,0,0
Liberia,2021-04-02,2042,85,0,0
Liberia,2021-04-01,2042,85,0,0
Libya,2021-04-30,177508,3029,436,6
Libya,2021-04-29,177072,3023,371,4
Libya,2021-04-28,176701,3019,447,9
Libya,2021-04-27,176254,3010,501,5
Libya,2021-04-26,175753,3005,467,9
Libya,2021-04-25,175286,2996,534,49
Libya,2021-04-24,174752,2947,0,0
Libya,2021-04-23,174752,2947,536,11
Libya,2021-04-22,174216,2936,533,12
Libya,2021-04-21,173683,2924,594,5
Libya,2021-04-20,173089,2919,625,11
Libya,2021-04-19,172464,2908,584,12
Libya,2021-04-18,171880,2896,749,14
Libya,2021-04-17,171131,2882,0,0
Libya,2021-04-16,171131,2882,573,9
Libya,2021-04-15,170558,2873,513,39
Libya,2021-04-14,170045,2834,541,4
Libya,2021-04-13,169504,2830,828,2
Libya,2021-04-12,168676,2828,851,5
Libya,2021-04-11,167825,2823,937,16
Libya,2021-04-10,166888,2807,0,0
Libya,2021-04-09,166888,2807,732,8
Libya,2021-04-08,166156,2799,869,27
Libya,2021-04-07,165287,2772,969,7
Libya,2021-04-06,164318,2765,876,8
Libya,2021-04-05,163442,2757,1148,20
Libya,2021-04-04,162294,2737,1206,53
Libya,2021-04-03,161088,2684,0,0
Libya,2021-04-02,161088,2684,1108,4
Libya,2021-04-01,159980,2680,1023,13
Liechtenstein,2021-04-30,2926,57,5,0
Liechtenstein,2021-04-29,2921,57,13,0
Liechtenstein,2021-04-28,2908,57,5,0
Liechtenstein,2021-04-27,2903,57,18,0
Liechtenstein,2021-04-26,2885,57,1,0
Liechtenstein,2021-04-25,2884,57,18,0
Liechtenstein,2021-04-24,2866,57,11,0
Liechtenstein,2021-04-23,2855,57,4,0
Liechtenstein,2021-04-22,2851,57,2,1
Liechtenstein,2021-04-21,2849,56,13,0
Liechtenstein,2021-04-20,2836,56,13,0
Liechtenstein,2021-04-19,2823,56,10,0
Liechtenstein,2021-04-18,2813,56,9,0
Liechtenstein,2021-04-17,2804,56,14,0
Liechtenstein,2021-04-16,2790,56,10,0
Liechtenstein,2021-04-15,2780,56,10,0
Liechtenstein,2021-04-14,2770,56,2,0
Liechtenstein,2021-04-13,2768,56,14,0
Liechtenstein,2021-04-12,2754,56,1,0
Liechtenstein,2021-04-11,2753,56,15,0
Liechtenstein,2021-04-10,2738,56,16,0
Liechtenstein,2021-04-09,2722,56,8,0
Liechtenstein,2021-04-08,2714,56,12,0
Liechtenstein,2021-04-07,2702,56,5,0
Liechtenstein,2021-04-06,2697,56,0,0
Liechtenstein,2021-04-05,2697,56,12,0
Liechtenstein,2021-04-04,2685,56,6,0
Liechtenstein,2021-04-03,2679,56,1,0
Liechtenstein,2021-04-02,2678,56,3,0
Liechtenstein,2021-04-01,2675,56,5,0
Lithuania,2021-04-30,247269,3923,1373,7
Lithuania,2021-04-29,245896,3916,1341,16
Lithuania,2021-04-28,244555,3900,1629,23
Lithuania,2021-04-27,242926,3877,1054,20
Lithuania,2021-04-26,241872,3857,575,9
Lithuania,2021-04-25,241297,3848,775,7
Lithuania,2021-04-24,240522,3841,1259,8
Lithuania,2021-04-23,239263,3833,1313,15
Lithuania,2021-04-22,237950,3818,1417,16
Lithuania,2021-04-21,236533,3802,1150,17
Lithuania,2021-04-20,235383,3785,1151,15
Lithuania,2021-04-19,234232,3770,601,10
Lithuania,2021-04-18,233631,3760,802,9
Lithuania,2021-04-17,232829,3751,1228,12
Lithuania,2021-04-16,231601,3739,1139,9
Lithuania,2021-04-15,230462,3730,1202,12
Lithuania,2021-04-14,229260,3718,1371,5
Lithuania,2021-04-13,227889,3713,1106,16
Lithuania,2021-04-12,226783,3697,610,10
Lithuania,2021-04-11,226173,3687,865,16
Lithuania,2021-04-10,225308,3671,999,11
Lithuania,2021-04-09,224309,3660,1182,13
Lithuania,2021-04-08,223127,3647,1107,12
Lithuania,2021-04-07,222020,3635,1120,12
Lithuania,2021-04-06,220900,3623,688,8
Lithuania,2021-04-05,220212,3615,605,5
Lithuania,2021-04-04,219607,3610,729,8
Lithuania,2021-04-03,218878,3602,1013,8
Lithuania,2021-04-02,217865,3594,860,11
Lithuania,2021-04-01,217005,3583,886,9
Luxembourg,2021-04-30,67205,796,160,2
Luxembourg,2021-04-29,67045,794,219,2
Luxembourg,2021-04-28,66826,792,232,1
Luxembourg,2021-04-27,66594,791,220,0
Luxembourg,2021-04-26,66374,791,367,1
Luxembourg,2021-04-25,66007,790,0,0
Luxembourg,2021-04-24,66007,790,0,0
Luxembourg,2021-04-23,66007,790,194,0
Luxembourg,2021-04-22,65813,790,209,2
Luxembourg,2021-04-21,65604,788,285,2
Luxembourg,2021-04-20,65319,786,175,0
Luxembourg,2021-04-19,65144,786,398,1
Luxembourg,2021-04-18,64746,785,0,0
Luxembourg,2021-04-17,64746,785,0,0
Luxembourg,2021-04-16,64746,785,197,0
Luxembourg,2021-04-15,64549,785,215,1
Luxembourg,2021-04-14,64334,784,272,7
Luxembourg,2021-04-13,64062,777,182,5
Luxembourg,2021-04-12,63880,772,413,9
Luxembourg,2021-04-11,63467,763,0,0
Luxembourg,2021-04-10,63467,763,0,0
Luxembourg,2021-04-09,63467,763,287,1
Luxembourg,2021-04-08,63180,762,387,0
Luxembourg,2021-04-07,62793,762,168,1
Luxembourg,2021-04-06,62625,761,520,11
Luxembourg,2021-04-05,62105,750,0,0
Luxembourg,2021-04-04,62105,750,0,0
Luxembourg,2021-04-03,62105,750,0,0
Luxembourg,2021-04-02,62105,750,224,1
Luxembourg,2021-04-01,61881,749,239,3
MS Zaandam,2021-04-30,9,2,0,0
MS Zaandam,2021-04-29,9,2,0,0
MS Zaandam,2021-04-28,9,2,0,0
MS Zaandam,2021-04-27,9,2,0,0
MS Zaandam,2021-04-26,9,2,0,0
MS Zaandam,2021-04-25,9,2,0,0
MS Zaandam,2021-04-24,9,2,0,0
MS Zaandam,2021-04-23,9,2,0,0
MS Zaandam,2021-04-22,9,2,0,0
MS Zaandam,2021-04-21,9,2,0,0
MS Zaandam,2021-04-20,9,2,0,0
MS Zaandam,2021-04-19,9,2,0,0
MS Zaandam,2021-04-18,9,2,0,0
MS Zaandam,2021-04-17,9,2,0,0
MS Zaandam,2021-04-16,9,2,0,0
MS Zaandam,2021-04-15,9,2,0,0
MS Zaandam,2021-04-14,9,2,0,0
MS Zaandam,2021-04-13,9,2,0,0
MS Zaandam,2021-04-12,9,2,0,0
MS Zaandam,2021-04-11,9,2,0,0
MS Zaandam,2021-04-10,9,2,0,0
MS Zaandam,2021-04-09,9,2,0,0
MS Zaandam,2021-04-08,9,2,0,0
MS Zaandam,2021-04-07,9,2,0,0
MS Zaandam,2021-04-06,9,2,0,0
MS Zaandam,2021-04-05,9,2,0,0
MS Zaandam,2021-04-04,9,2,0,0
MS Zaandam,2021-04-03,9,2,0,0
MS Zaandam,2021-04-02,9,2,0,0
MS Zaandam,2021-04-01,9,2,0,0
Madagascar,2021-04-30,37014,643,318,6
Madagascar,2021-04-29,36696,637,186,6
Madagascar,2021-04-28,36510,631,320,17
Madagascar,2021-04-27,36190,614,145,9
Madagascar,2021-04-26,36045,605,299,6
Madagascar,2021-04-25,35746,599,484,6
Madagascar,2021-04-24,35262,593,487,5
Madagascar,2021-04-23,34775,588,706,9
Madagascar,2021-04-22,34069,579,477,10
Madagascar,2021-04-21,33592,569,390,6
Madagascar,2021-04-20,33202,563,404,11
Madagascar,2021-04-19,32798,552,593,10
Madagascar,2021-04-18,32205,542,588,4
Madagascar,2021-04-17,31617,538,578,7
Madagascar,2021-04-16,31039,531,832,4
Madagascar,2021-04-15,30207,527,859,7
Madagascar,2021-04-14,29348,520,583,8
Madagascar,2021-04-13,28765,512,224,6
Madagascar,2021-04-12,28541,506,478,6
Madagascar,2021-04-11,28063,500,515,7
Madagascar,2021-04-10,27548,493,514,7
Madagascar,2021-04-09,27034,486,559,11
Madagascar,2021-04-08,26475,475,348,6
Madagascar,2021-04-07,26127,469,253,7
Madagascar,2021-04-06,25874,462,165,3
Madagascar,2021-04-05,25709,459,137,5
Madagascar,2021-04-04,25572,454,310,5
Madagascar,2021-04-03,25262,449,294,5
Madagascar,2021-04-02,24968,444,272,11
Madagascar,2021-04-01,24696,433,270,15
Malawi,2021-04-30,34078,1148,16,0
Malawi,2021-04-29,34062,1148,10,1
Malawi,2021-04-28,34052,1147,21,0
Malawi,2021-04-27,34031,1147,10,0
Malawi,2021-04-26,34021,1147,5,0
Malawi,2021-04-25,34016,1147,5,0
Malawi,2021-04-24,34011,1147,22,2
Malawi,2021-04-23,33989,1145,0,0
Malawi,2021-04-22,33989,1145,14,3
Malawi,2021-04-21,33975,1142,7,0
Malawi,2021-04-20,33968,1142,9,3
Malawi,2021-04-19,33959,1139,18,1
Malawi,2021-04-18,33941,1138,22,2
Malawi,2021-04-17,33919,1136,0,0
Malawi,2021-04-16,33919,1136,17,2
Malawi,2021-04-15,33902,1134,11,0
Malawi,2021-04-14,33891,1134,19,1
Malawi,2021-04-13,33872,1133,13,1
Malawi,2021-04-12,33859,1132,32,4
Malawi,2021-04-11,33827,1128,22,1
Malawi,2021-04-10,33805,1127,26,1
Malawi,2021-04-09,33779,1126,41,1
Malawi,2021-04-08,33738,1125,20,0
Malawi,2021-04-07,33718,1125,33,1
Malawi,2021-04-06,33685,1124,12,0
Malawi,2021-04-05,33673,1124,12,1
Malawi,2021-04-04,33661,1123,14,3
Malawi,2021-04-03,33647,1120,8,1
Malawi,2021-04-02,33639,1119,55,1
Malawi,2021-04-01,33584,1118,33,1
Malaysia,2021-04-30,408713,1506,3788,14
Malaysia,2021-04-29,404925,1492,3332,15
Malaysia,2021-04-28,401593,1477,3142,15
Malaysia,2021-04-27,398451,1462,2733,13
Malaysia,2021-04-26,395718,1449,2776,13
Malaysia,2021-04-25,392942,1436,2690,10
Malaysia,2021-04-24,390252,1426,2717,11
Malaysia,2021-04-23,387535,1415,2847,8
Malaysia,2021-04-22,384688,1407,2875,7
Malaysia,2021-04-21,381813,1400,2340,11
Malaysia,2021-04-20,379473,1389,2341,3
Malaysia,2021-04-19,377132,1386,2078,8
Malaysia,2021-04-18,375054,1378,2195,8
Malaysia,2021-04-17,372859,1370,2331,5
Malaysia,2021-04-16,370528,1365,2551,2
Malaysia,2021-04-15,367977,1363,2148,10
Malaysia,2021-04-14,365829,1353,1889,8
Malaysia,2021-04-13,363940,1345,1767,12
Malaysia,2021-04-12,362173,1333,1317,4
Malaysia,2021-04-11,360856,1329,1739,8
Malaysia,2021-04-10,359117,1321,1510,8
Malaysia,2021-04-09,357607,1313,1854,5
Malaysia,2021-04-08,355753,1308,1285,4
Malaysia,2021-04-07,354468,1304,1139,4
Malaysia,2021-04-06,353329,1300,1300,5
Malaysia,2021-04-05,352029,1295,1070,7
Malaysia,2021-04-04,350959,1288,1349,2
Malaysia,2021-04-03,349610,1286,1638,3
Malaysia,2021-04-02,347972,1283,1294,5
Malaysia,2021-04-01,346678,1278,1178,6
Maldives,2021-04-30,29835,73,465,0
Maldives,2021-04-29,29370,73,318,1
Maldives,2021-04-28,29052,72,464,1
Maldives,2021-04-27,28588,71,386,0
Maldives,2021-04-26,28202,71,328,0
Maldives,2021-04-25,27874,71,253,0
Maldives,2021-04-24,27621,71,218,0
Maldives,2021-04-23,27403,71,319,0
Maldives,2021-04-22,27084,71,164,0
Maldives,2021-04-21,26920,71,253,0
Maldives,2021-04-20,26667,71,162,1
Maldives,2021-04-19,26505,70,157,0
Maldives,2021-04-18,26348,70,203,1
Maldives,2021-04-17,26145,69,124,1
Maldives,2021-04-16,26021,68,82,1
Maldives,2021-04-15,25939,67,95,0
Maldives,2021-04-14,25844,67,85,0
Maldives,2021-04-13,25759,67,58,0
Maldives,2021-04-12,25701,67,84,0
Maldives,2021-04-11,25617,67,93,0
Maldives,2021-04-10,25524,67,88,0
Maldives,2021-04-09,25436,67,132,0
Maldives,2021-04-08,25304,67,113,0
Maldives,2021-04-07,25191,67,138,0
Maldives,2021-04-06,25053,67,145,0
Maldives,2021-04-05,24908,67,125,0
Maldives,2021-04-04,24783,67,132,0
Maldives,2021-04-03,24651,67,103,0
Maldives,2021-04-02,24548,67,169,0
Maldives,2021-04-01,24379,67,300,0
Mali,2021-04-30,13858,484,43,3
Mali,2021-04-29,13815,481,35,4
Mali,2021-04-28,13780,477,58,1
Mali,2021-04-27,13722,476,64,2
Mali,2021-04-26,13658,474,31,7
Mali,2021-04-25,13627,467,67,5
Mali,2021-04-24,13560,462,56,2
Mali,2021-04-23,13504,460,84,4
Mali,2021-04-22,13420,456,84,5
Mali,2021-04-21,13336,451,90,7
Mali,2021-04-20,13246,444,101,3
Mali,2021-04-19,13145,441,75,8
Mali,2021-04-18,13070,433,90,4
Mali,2021-04-17,12980,429,145,3
Mali,2021-04-16,12835,426,129,5
Mali,2021-04-15,12706,421,239,2
Mali,2021-04-14,12467,419,288,2
Mali,2021-04-13,12179,417,177,3
Mali,2021-04-12,12002,414,158,6
Mali,2021-04-11,11844,408,139,3
Mali,2021-04-10,11705,405,312,1
Mali,2021-04-09,11393,404,139,2
Mali,2021-04-08,11254,402,413,2
Mali,2021-04-07,10841,400,83,4
Mali,2021-04-06,10758,396,138,3
Mali,2021-04-05,10620,393,40,1
Mali,2021-04-04,10580,392,148,1
Mali,2021-04-03,10432,391,147,1
Mali,2021-04-02,10285,390,86,4
Mali,2021-04-01,10199,386,157,1
Malta,2021-04-30,30292,413,16,0
Malta,2021-04-29,30276,413,27,0
Malta,2021-04-28,30249,413,15,0
Malta,2021-04-27,30234,413,45,0
Malta,2021-04-26,30189,413,15,0
Malta,2021-04-25,30174,413,25,1
Malta,2021-04-24,30149,412,20,0
Malta,2021-04-23,30129,412,33,1
Malta,2021-04-22,30096,411,33,0
Malta,2021-04-21,30063,411,24,0
Malta,2021-04-20,30039,411,13,2
Malta,2021-04-19,30026,409,60,0
Malta,2021-04-18,29966,409,39,0
Malta,2021-04-17,29927,409,67,4
Malta,2021-04-16,29860,405,27,2
Malta,2021-04-15,29833,403,55,0
Malta,2021-04-14,29778,403,58,0
Malta,2021-04-13,29720,403,59,1
Malta,2021-04-12,29661,402,47,0
Malta,2021-04-11,29614,402,66,0
Malta,2021-04-10,29548,402,37,1
Malta,2021-04-09,29511,401,48,0
Malta,2021-04-08,29463,401,55,1
Malta,2021-04-07,29408,400,65,1
Malta,2021-04-06,29343,399,64,0
Malta,2021-04-05,29279,399,56,1
Malta,2021-04-04,29223,398,34,1
Malta,2021-04-03,29189,397,62,2
Malta,2021-04-02,29127,395,42,1
Malta,2021-04-01,29085,394,52,2
Marshall Islands,2021-04-30,4,0,0,0
Marshall Islands,2021-04-29,4,0,0,0
Marshall Islands,2021-04-28,4,0,0,0
Marshall Islands,2021-04-27,4,0,0,0
Marshall Islands,2021-04-26,4,0,0,0
Marshall Islands,2021-04-25,4,0,0,0
Marshall Islands,2021-04-24,4,0,0,0
Marshall Islands,2021-04-23,4,0,0,0
Marshall Islands,2021-04-22,4,0,0,0
Marshall Islands,2021-04-21,4,0,0,0
Marshall Islands,2021-04-20,4,0,0,0
Marshall Islands,2021-04-19,4,0,0,0
Marshall Islands,2021-04-18,4,0,0,0
Marshall Islands,2021-04-17,4,0,0,0
Marshall Islands,2021-04-16,4,0,0,0
Marshall Islands,2021-04-15,4,0,0,0
Marshall Islands,2021-04-14,4,0,0,0
Marshall Islands,2021-04-13,4,0,0,0
Marshall Islands,2021-04-12,4,0,0,0
Marshall Islands,2021-04-11,4,0,0,0
Marshall Islands,2021-04-10,4,0,0,0
Marshall Islands,2021-04-09,4,0,0,0
Marshall Islands,2021-04-08,4,0,0,0
Marshall Islands,2021-04-07,4,0,0,0
Marshall Islands,2021-04-06,4,0,0,0
Marshall Islands,2021-04-05,4,0,0,0
Marshall Islands,2021-04-04,4,0,0,0
Marshall Islands,2021-04-03,4,0,0,0
Marshall Islands,2021-04-02,4,0,0,0
Marshall Islands,2021-04-01,4,0,0,0
Mauritania,2021-04-30,18402,455,25,0
Mauritania,2021-04-29,18377,455,31,0
Mauritania,2021-04-28,18346,455,32,0
Mauritania,2021-04-27,18314,455,32,0
Mauritania,2021-04-26,18282,455,25,1
Mauritania,2021-04-25,18257,454,17,0
Mauritania,2021-04-24,18240,454,33,0
Mauritania,2021-04-23,18207,454,15,0
Mauritania,2021-04-22,18192,454,17,0
Mauritania,2021-04-21,18175,454,19,0
Mauritania,2021-04-20,18156,454,14,0
Mauritania,2021-04-19,18142,454,13,1
Mauritania,2021-04-18,18129,453,8,1
Mauritania,2021-04-17,18121,452,18,0
Mauritania,2021-04-16,18103,452,31,0
Mauritania,2021-04-15,18072,452,6,0
Mauritania,2021-04-14,18066,452,14,1
Mauritania,2021-04-13,18052,451,17,1
Mauritania,2021-04-12,18035,450,13,0
Mauritania,2021-04-11,18022,450,10,0
Mauritania,2021-04-10,18012,450,7,0
Mauritania,2021-04-09,18005,450,10,0
Mauritania,2021-04-08,17995,450,21,0
Mauritania,2021-04-07,17974,450,19,0
Mauritania,2021-04-06,17955,450,16,1
Mauritania,2021-04-05,17939,449,12,0
Mauritania,2021-04-04,17927,449,10,0
Mauritania,2021-04-03,17917,449,13,0
Mauritania,2021-04-02,17904,449,26,0
Mauritania,2021-04-01,17878,449,31,0
Mauritius,2021-04-30,1209,17,1,0
Mauritius,2021-04-29,1208,17,1,0
Mauritius,2021-04-28,1207,17,1,0
Mauritius,2021-04-27,1206,17,0,0
Mauritius,2021-04-26,1206,17,0,1
Mauritius,2021-04-25,1206,16,0,0
Mauritius,2021-04-24,1206,16,1,0
Mauritius,2021-04-23,1205,16,0,0
Mauritius,2021-04-22,1205,16,1,1
Mauritius,2021-04-21,1204,15,1,0
Mauritius,2021-04-20,1203,15,0,0
Mauritius,2021-04-19,1203,15,0,0
Mauritius,2021-04-18,1203,15,0,0
Mauritius,2021-04-17,1203,15,1,0
Mauritius,2021-04-16,1202,15,0,0
Mauritius,2021-04-15,1202,15,1,0
Mauritius,2021-04-14,1201,15,3,0
Mauritius,2021-04-13,1198,15,5,0
Mauritius,2021-04-12,1193,15,1,3
Mauritius,2021-04-11,1192,12,2,0
Mauritius,2021-04-10,1190,12,7,0
Mauritius,2021-04-09,1183,12,12,0
Mauritius,2021-04-08,1171,12,4,0
Mauritius,2021-04-07,1167,12,37,0
Mauritius,2021-04-06,1130,12,9,0
Mauritius,2021-04-05,1121,12,9,0
Mauritius,2021-04-04,1112,12,8,0
Mauritius,2021-04-03,1104,12,9,0
Mauritius,2021-04-02,1095,12,56,0
Mauritius,2021-04-01,1039,12,11,0
Mexico,2021-04-30,2344755,216907,3821,460
Mexico,2021-04-29,2340934,216447,3990,529
Mexico,2021-04-28,2336944,215918,3818,371
